state_body,program_code,program_code_ext,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_annual_plan,state_body_rev_annual_plan,state_body_actual,state_body_actual_vs_rev_annual_plan,program_annual_plan,program_rev_annual_plan,program_actual,program_actual_vs_rev_annual_plan,subprogram_annual_plan,subprogram_rev_annual_plan,subprogram_actual,subprogram_actual_vs_rev_annual_plan
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",32007,Թատերահամերգային կազմակերպությունների նյութատեխնիկական բազայի  համալրում,Թատերահամերգային կազմակերպությունների համար անհրաժեշտ տեխնիկայի և սարքավորումների ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,10161672.6,11503528.1,10886196.0,0.946,115607.5,932563.8,675141.1,0.7240000000000001
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",32008,Երաժշտական գործիքների ձեռքբերում,Թատերահամերգային կազմակերպությունների երաժշտական գործիքներով ապահովում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,10161672.6,11503528.1,10886196.0,0.946,89699.6,89699.6,77756.0,0.867
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,11002,Աջակցություն դպրոցներին «Արագ արձագանքման ֆոնդի» շրջանակում` հրատապ խնդիրների լուծման համար,Դպրոցներում արտակարգ իրավիճակների և չնախատեսված հանգամանքների հետևանքով առաջացած խնդիրների լուծման նպատակով ընթացիկ աշխատանքների իրականացում,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,791027.3,1993714.9,1696718.8,0.851,45000.0,140000.0,132406.6,0.946
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,32001,Կրթական օբյեկտների շենքային պայմանների բարելավում,"Կրթական օբյեկտների շենքերի (մասնաշենքերի) հիմնանորոգում (համաշինարարական աշխատանքներ, ջեռուցման համակարգի իրականացում, ներքին հարդարում, տարածքի բարեկարգում) և նախագծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,791027.3,1993714.9,1696718.8,0.851,0.0,1115024.2,1037392.6,0.93
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,32002,Կրթական օբյեկտների շենքային ապահովվածության բարելավում,"Կրթական օբյեկտների շենքերի (մասնաշենքերի) կառուցում (համաշինարարական աշխատանքներ, ջեռուցման համակարգի իրականացում, ներքին հարդարում, տարածքի բարեկարգում) և նախագծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,791027.3,1993714.9,1696718.8,0.851,150781.5,166193.5,132336.2,0.7959999999999999
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,32004,Ավագ մակարդակի կրթություն իրականացնող ուսումնական հաստատությունների շենքային պայմանների բարելավում,Ավագ դպրոցների շենքային պայմանների բարելավում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,791027.3,1993714.9,1696718.8,0.851,0.0,14613.5,14360.6,0.983
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,32007,Հանրակրթական կրթություն իրականացնող ուսումնական հաստատությունների նոր մարզադահլիճների կառուցում,Հանրակրթական ուսուցում իրականացնող ուսումնական հաստատությունների նոր մարզադահլիճների կառուցման նախագծանախահաշվային փաստաթղթերի մշակում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,791027.3,1993714.9,1696718.8,0.851,334320.6,262071.3,189957.3,0.725
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,32009,Հանրակրթական կրթություն իրականացնող ուսումնական հաստատությունների մարզադահլիճների վերակառուցում,Հանրակրթական ուսուցում իրականացնող ուսումնական հաստատությունների մարզադահլիճների վերակառուցման նախագծանախահաշվային փաստաթղթերի մշակում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,791027.3,1993714.9,1696718.8,0.851,260925.2,295812.4,190265.6,0.643
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,11001,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի կառավարում,Դպրոցների սեյսմիկ պաշտպանության ծրագիր` ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավման նպատակով,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,10704812.7,14779065.3,14649983.6,0.991,255695.3,285695.3,220267.3,0.7709999999999999
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,12001,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի շրջանակներում ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավմանն ուղղված միջոցառումներ,"Դպրոցների շենքերի ամրացման շինարարական աշխատանքներ, շինարարական ստանդարտների արդիականացում, արտակարգ իրավիճակներին արձագանքման ծրագրի մշակում, սեյսմիկ մոնիտորինգի դիտակետերի սարքավորումների արդիականացում",Տրանսֆերտների տրամադրում,362664415.9,400232416.4,374398931.6,0.935,10704812.7,14779065.3,14649983.6,0.991,1733951.0,2473951.0,2437708.9,0.985
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,12003,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի լրացուցիչ ֆինանսավորման շրջանակներում ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավմանն ուղղված միջոցառումներ,"Դպրոցների սեյսմիկ պաշտպանության լրացուցիչ ֆինանսավորման  ծրագիր, դպրոցների շենքերի կառուցման, ամրացման շինարարական աշխատանքներ, շինարարական ստանդարտների արդիականացում, արտակարգ իրավիճակներին արձագանքման ծրագրի մշակում",Տրանսֆերտների տրամադրում,362664415.9,400232416.4,374398931.6,0.935,10704812.7,14779065.3,14649983.6,0.991,8715166.4,12019419.0,11992007.4,0.998
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11001,Մասնագիտական կրթության և ուսուցման (ՄԿՈՒ) բարեփոխումներ,"Մասնագիտական կրթության չափորոշիչների մշակման, վերանայման, ինչպես նաև դասախոսների վերապատրաստման միջոցով ՄԿՈւ կրթության որակի բարելավում",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,199405.4,199405.4,199405.4,1.0
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11006,Կրթության բովանդակային և մեթոդական սպասարկում,"Հանրակրթության պետական կրթական չափորոշիչների մշակում, վերանայում",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,543186.4,543186.4,543186.4,1.0
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11010,Կամավոր ատեստավորման համակարգի ներդրում` ուղղված ուսուցիչների որակի բարձրացմանը,Հանրակրթական դպրոցներում դասավանդող ուսուցիչների կամավոր ատեստավորման համակարգի գործարկում,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,8673771.4,10837633.5,10660754.6,0.9840000000000001
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11018,"Գրագիտության, հմտությունների զարգացման, մասնագիտական կողմնորոշման համընդհանուր ներառականության, մշակութային և մարզական կրթության վերաբերյալ հոլովակների պատրաստում","Սոցիալական հոլովակների միջոցով գրագիտության բարձրացում, գիտության, առողջ ապրելակերպի խրախուսում, մասնագիտական կողմնորոշում, մշակույթի հանրահռչակում, համընդհանուր ներառականություն",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,4000.0,4000.0,2821.9,0.705
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11022,Հանրակրթական հիմնական ծրագրեր իրականացնող ուսումնական հաստատությունների ատեստավորման ենթակա ուսուցչի և մանկավարժի վերապատրաստում,"Հանրակրթական ուսումնական հաստատությունների հերթական, ինչպես նաև կամավոր ատեստավորման արդյունքում 0-59 տոկոս արդյունք ցուցաբերած ուսուցիչների վերապատրաստում",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,72000.0,106259.4,76820.1,0.723
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11023,Համաշխարհային բանկի աջակցությամբ իրականացվող «Կրթության բարելավման ծրագրի լրացուցիչ ֆինանսավորում» վարկային ծրագիր,"Հանրակրթության որակի բարելավում, աջակցություն Նորարարությունների մրցակցային հիմնադրամի զարգացմանը, ծրագրի համակարգում և կառավարում",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,735896.7,735896.7,676720.6,0.92
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11024,ՀՀ պետական դպրոցների ԳՏՃՄ առարկաներ դասավանդող ուսուցիչների վերապատրաստում`  նոր ստանդարտներին համապատասխան,Աջակցություն ԳՏՃՄ առարկաների դասավանդման և ուսուցման որակը բարելավելու համար,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,138680.4,250772.6,235213.4,0.938
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",11025,Ուսուցիչների  միջազգային վերապատրաստում,Ուսուցիչների մասնագիտական փորձի փոխանակմանն ուղղված միջազգային ծրագրերի մասնակցություն,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,0.0,23575.0,23575.0,1.0
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",32006,Համաշխարհային բանկի աջակցությամբ իրականացվող «Կրթության բարելավման  ծրագրի լրացուցիչ ֆինանսավորում» վարկային ծրագրի շրջանակներում կապիտալ ներդրումներ  հանրակրթական ուսումնական հաստատություններում,"Կապիտալ ներդրումներ ավագ, միջնակարգ և հիմնական դպրոցներում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,3722712.0,4267712.0,3686072.9,0.8640000000000001
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",32007,ՀՀ պետական դպրոցների` ԳՏՃՄ լաբորատորիաներով ապահովում,ՀՀ պետական դպրոցների համար ԳՏՃՄ առարկաների լաբորատոր սարքավարումների և կահույքի ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,362664415.9,400232416.4,374398931.6,0.935,15757402.3,19226735.8,18276881.9,0.951,1667750.0,2258294.8,2172311.6,0.9620000000000001
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1193,1193,Համընդհանուր ներառական կրթության համակարգի ներդրում,"Յուրաքանչյուր երեխայի համար կրթության մատչելիության, հավասար մասնակցության հնարավորության և որակի ապահովում՛ զարգացման առանձնահատկություններին համապատասխան և անհրաժեշտ պայմանների ստեղծման միջոցով",Խոցելի խմբերի երեխաների ընդգրկվածության ապահովում հանրակրթական հաստատություններում,11001,Մանկավարժահոգեբանական աջակցության ծառայություններ և  կրթության առանձնահատուկ պայմանների կարիք ունեցող երեխաների կրթության կազմակերպմանն օժանդակող միջոցառումներ,"Երեխաների կրթության առանձնահատուկ պայմանների կարիքի բացահայտում և գնահատում, կրթության աջակցության ծառայությունների իրականացում և կրթության կազմակերպման համար նախատեսված  ծրագրերի,  ձեռնարկների, ուսումնական այլ նյութերի մշակում,  հրատարակում և ձեռքբերում",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,3803996.8,3803996.8,3594294.5,0.945,3685609.5,3685609.5,3512219.7,0.953
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1193,1193,Համընդհանուր ներառական կրթության համակարգի ներդրում,"Յուրաքանչյուր երեխայի համար կրթության մատչելիության, հավասար մասնակցության հնարավորության և որակի ապահովում՛ զարգացման առանձնահատկություններին համապատասխան և անհրաժեշտ պայմանների ստեղծման միջոցով",Խոցելի խմբերի երեխաների ընդգրկվածության ապահովում հանրակրթական հաստատություններում,11002,Աուտիզմ և զարգացման խանգարումներ ունեցող երեխաներին մանկավարժահոգեբանական աջակցության  ծառայությունների տրամադրում,Աուտիզմ և զարգացման խանգարումներ ունեցող երեխաների համար անհրաժեշտ պայմանների ստեղծում,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,3803996.8,3803996.8,3594294.5,0.945,82099.8,82099.8,82074.8,1.0
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1193,1193,Համընդհանուր ներառական կրթության համակարգի ներդրում,"Յուրաքանչյուր երեխայի համար կրթության մատչելիության, հավասար մասնակցության հնարավորության և որակի ապահովում՛ զարգացման առանձնահատկություններին համապատասխան և անհրաժեշտ պայմանների ստեղծման միջոցով",Խոցելի խմբերի երեխաների ընդգրկվածության ապահովում հանրակրթական հաստատություններում,12018,Մանկավարժահոգեբանական աջակցության ծառայություններ մատուցող մասնագետների  ատեստավորման համակարգի ներդրում,"Մանկավարժահոգեբանական աջակցության ծառայություններ մատուցող մասնագետների մասնագիտական առաջխաղացման, ներառյալ ատեստավորման գործընթացի ապահովում",Տրանսֆերտների տրամադրում,362664415.9,400232416.4,374398931.6,0.935,3803996.8,3803996.8,3594294.5,0.945,36287.5,36287.5,0.0,0.0
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1196,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,11001,Մշակութային միջոցառումների իրականացում ՀՀ մարզերում,Մարզի տարածքում մշակութային միջոցառումների կազմակերպում և իրականացում,Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,444765.5,630804.2,566198.3,0.898,170884.9,443606.0,415248.5,0.9359999999999999
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1196,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,11002,Համայնքային մշակույթի և ազատ ժամանցի կազմակերպում,"Համայնքային մշակույթի և ազատ ժամանցի կազմակերպում մշակույթի կենտրոնում, տարածքային մշակութային միջոցառումների իրականացում",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,444765.5,630804.2,566198.3,0.898,48880.6,48880.6,40733.8,0.833
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1196,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,12001,Աջակցություն համայնքներին մշակութային հաստատությունների շենքային պայմանների բարելավման համար,"Համայնքային ենթակայության մշակույթի տների, ակումբների և կենտրոնների հիմնանորոգում, կառուցում և նախագծում",Տրանսֆերտների տրամադրում,362664415.9,400232416.4,374398931.6,0.935,444765.5,630804.2,566198.3,0.898,0.0,51056.1,50075.4,0.981
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1196,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,12002,Համայնքային մշակութային-ժամանցային կենտրոնի ստեղծում,"Համայնքի մշակութային կյանքի ակտիվացում, հանրային ընթերցանության, գեղագիտական կրթության զարգացում, համայնքի բնակչության որակյալ և բովանդակալից ժամանցի կազմակերպում",Տրանսֆերտների տրամադրում,362664415.9,400232416.4,374398931.6,0.935,444765.5,630804.2,566198.3,0.898,225000.0,79472.5,52360.9,0.659
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1196,1196,Մարզերի մշակութային զարգացման ծրագիր,Մարզերում մշակութային կյանքի և մշակութաստեղծ գործունեության ակտիվացում,Համայնքներում մշակույթի հասանելիության և մշակութային կյանքին մարզային բնակչության ընդգրկվածության ընդլայնում,12003,Մշակութային կենտրոնների գույքային հագեցվածության բարելավում,"Մշակութային կենտրոնների համար անհրաժեշտ գույքի, տեխնիկայի և սարքավորումների ձեռքբերում",Տրանսֆերտների տրամադրում,362664415.9,400232416.4,374398931.6,0.935,444765.5,630804.2,566198.3,0.898,0.0,7789.0,7779.8,0.9990000000000001
"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",1198,1198,Մշակութային և գեղագիտական դաստիարակության ծրագիր,Երեխաների հոգևոր և գեղագիտական ընդունակությունների բացահայտում և զարգացում,Ստեղծագործական ունակությունների ձևավորում և զարգացում,11001,"Երաժշտական, արվեստի, գեղարվեստի և պարարվեստի դպրոցներում ուսումնամեթոդական աշխատանքներ","Երաժշտական, արվեստի, գեղարվեստի և պարարվեստի դպրոցներում ուսումնամեթոդական աշխատանքների կազմակերպում աշակերտների և դասատուների համար",Ծառայությունների մատուցում,362664415.9,400232416.4,374398931.6,0.935,1002980.7,884267.6,814710.9,0.9209999999999999,38000.0,37424.5,31674.5,0.846
