state_body,state_body_total,program_code,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1038,Տարածքային կառավարման և տեղական ինքնակառավարման մարմինների ներկայացուցիչների մասնագիտական վերապատրաստում և հատուկ ուսուցում,Տարածքային կառավարման և տեղական ինքնակառավարման մարմինների աշխատակիցների աշխատանքի արդյունավետության բարելավում,Տարածքային կառավարման մարմինների մասնագիտական հմտությունների և կարողությունների բարելավում,14594.0,11001,Միջոցառման անվանումը`,Վերապատրաստման ծառայություններ,Միջոցառման նկարագրությունը`,14594.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1040,Կոշտ թափոնների կառավարում,Կենցաղային թափոնների արդյունավետ կառավարում սոցիալական և բնապահպանական խնդիրների լուծում,Կենցաղային թափոնների արդյունավետ կառավարում,2444112.0,12002,Միջոցառման անվանումը`,Վերակառուցման և զարգացման եվրոպական բանկի աջակցությամբ իրականացվող «Կոտայքի և Գեղարքունիքի մարզի կոշտ թափոնների կառավարման խորհրդատվության համար» դրամաշնորհային  ծրագիր,Միջոցառման նկարագրությունը`,137651.7
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1040,Կոշտ թափոնների կառավարում,Կենցաղային թափոնների արդյունավետ կառավարում սոցիալական և բնապահպանական խնդիրների լուծում,Կենցաղային թափոնների արդյունավետ կառավարում,2444112.0,32004,Միջոցառման անվանումը`,Վերակառուցման և զարգացման եվրոպական բանկի աջակցությամբ իրականացվող «Կոտայքի և Գեղարքունիքի մարզի կոշտ թափոնների կառավարման» դրամաշնորհային ծրագիր,Միջոցառման նկարագրությունը`,1981422.3
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1040,Կոշտ թափոնների կառավարում,Կենցաղային թափոնների արդյունավետ կառավարում սոցիալական և բնապահպանական խնդիրների լուծում,Կենցաղային թափոնների արդյունավետ կառավարում,2444112.0,32009,Միջոցառման անվանումը`,Միջազգային կազմակերպությունների աջակցությամբ իրականացվող  ՀՀ 8 մարզերում աղբահանության և կոշտ թափոնների ինտեգրված համակարգի կառուցում,Միջոցառման նկարագրությունը`,325038.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11001,Միջոցառման անվանումը`,Միջպետական և հանրապետական նշանակության ավտոճանապարհների պահպանման և անվտանգ երթևեկության ծառայություններ,Միջոցառման նկարագրությունը`,8329347.3
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11002,Միջոցառման անվանումը`,Մարզային նշանակության ավտոճանապարհների պահպանման և անվտանգ երթևեկության ծառայություններ,Միջոցառման նկարագրությունը`,2673879.6
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11003,Միջոցառման անվանումը`,Հայաստանի Հանրապետությունում հսկիչ սարքերի (թվային տախոգրաֆի) համակարգի կարգավորում,Միջոցառման նկարագրությունը`,20000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11004,Միջոցառման անվանումը`,"Ավտոմոբիլային ճանապարհների ցանցի հսկողություն, ուսումնասիրություններ և փորձաքննություններ",Միջոցառման նկարագրությունը`,317753.3
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11007,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող Հայաստան-Վրաստան սահմանային տարածաշրջանային ճանապարհի (Մ6 Վանաձոր-Բագրատաշեն) բարելավման ծրագրի համակարգում և կառավարում,Միջոցառման նկարագրությունը`,124860.2
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11009,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման ծրագրի համակարգում և կառավարում ( Տրանշ 2),Միջոցառման նկարագրությունը`,12000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11011,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման ծրագրի համակարգում և կառավարում (Տրանշ 3),Միջոցառման նկարագրությունը`,296141.2
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11012,Միջոցառման անվանումը`,Եվրասիական զարգացման բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման ծրագրի համակարգում և կառավարում,Միջոցառման նկարագրությունը`,1066280.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11015,Միջոցառման անվանումը`,Եվրոպական ներդրումային բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման ծրագրի համակարգում և կառավարում (Տրանշ 3),Միջոցառման նկարագրությունը`,338.5
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11016,Միջոցառման անվանումը`,Հյուսիս-հարավ ճանապարհային միջանցքի զարգացման ծրագրի Սիսիան-Քաջարան 60կմ-ի համակարգում և կառավարում,Միջոցառման նկարագրությունը`,1525000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11017,Միջոցառման անվանումը`,Հյուսիս-հարավ ճանապարհային միջանցքի զարգացման ծրագրի Քաջարանի թունելի և մոտեցումների համակարգում և կառավարում,Միջոցառման նկարագրությունը`,300000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,11020,Միջոցառման անվանումը`,"Հյուսիս-հարավ ճանապարհային միջանցքի զարգացման ծրագրի Գյումրու շրջանցիկ ճանապարհի համակարգում և կառավարում, Տրանշ 5",Միջոցառման նկարագրությունը`,200000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21001,Միջոցառման անվանումը`,Պետական նշանակության ավտոճանապարհների հիմնանորոգում,Միջոցառման նկարագրությունը`,59000000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21002,Միջոցառման անվանումը`,Տրանսպորտային օբյեկտների հիմնանորոգում,Միջոցառման նկարագրությունը`,2500000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21004,Միջոցառման անվանումը`,Ասիական զարգացման բանկի աջակցությամբ իրականացվող  Մ6 Վանաձոր-Ալավերդի-Վրաստանի սահման միջպետական նշանակության ճանապարհի ծրագրի կառուցում և հիմնանորոգում,Միջոցառման նկարագրությունը`,512330.4
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21006,Միջոցառման անվանումը`,"Ասիական զարգացման բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման վարկային ծրագիր, Տրանշ 2",Միջոցառման նկարագրությունը`,11071590.9
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21007,Միջոցառման անվանումը`,"Եվրոպական ներդրումային բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման դրամաշնորհային ծրագիր, Տրանշ 3",Միջոցառման նկարագրությունը`,631959.6
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21008,Միջոցառման անվանումը`,Վերակառուցման և զարգացման եվրոպական բանկի աջակցությամբ իրականացվող ՀՀ պետական սահմանի Բագրատաշեն անցման կետի կամրջի վերակառուցման վարկային ծրագիր,Միջոցառման նկարագրությունը`,142084.9
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21009,Միջոցառման անվանումը`,"Եվրոպական ներդրումային բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման վարկային ծրագիր, Տրանշ 3",Միջոցառման նկարագրությունը`,3616569.4
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21011,Միջոցառման անվանումը`,"Ասիական զարգացման բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման վարկային ծրագիր, Տրանշ 3",Միջոցառման նկարագրությունը`,7570160.4
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21012,Միջոցառման անվանումը`,Եվրասիական զարգացման բանկի աջակցությամբ իրականացվող Հյուսիս-հարավ միջանցքի զարգացման ծրագիր,Միջոցառման նկարագրությունը`,13830833.4
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21017,Միջոցառման անվանումը`,Հյուսիս-հարավ ճանապարհային միջանցքի զարգացման ծրագրի Սիսիան-Քաջարան 60կմ ճանապարհահատվածի կառուցում,Միջոցառման նկարագրությունը`,250000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21018,Միջոցառման անվանումը`,Հյուսիս-հարավ ճանապարհային միջանցքի զարգացման ծրագրի Քաջարանի թունելի և մոտեցումների կառուցում,Միջոցառման նկարագրությունը`,250000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21020,Միջոցառման անվանումը`,Միջպետական և հանրապետական նշանակության ավտոճանապարհների միջին նորոգում,Միջոցառման նկարագրությունը`,5088982.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1049,Ճանապարհային ցանցի բարելավում,Ճանապարհային ցանցի բարելավում և անվտանգ երթևեկության ապահովում,"Ճանապարհների ծածկի որակի և փոխադրումների արդյունավետության բարելավում, ճանապարհների վիճակով պայմանավորված պատահարների նվազում",119530111.1,21021,Միջոցառման անվանումը`,"Հյուսիս-հարավ ճանապարհային միջանցքի զարգացման ծրագրի Գյումրու շրջանցիկ ճանապարհի կառուցում և հիմնանորոգում, Տրանշ 5",Միջոցառման նկարագրությունը`,200000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,11001,Միջոցառման անվանումը`,Խմելու ջրի մատակարարման և ջրահեռացման ծառայությունների սուբսիդավորում,Միջոցառման նկարագրությունը`,1100000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,11004,Միջոցառման անվանումը`,Եվրոպական միության հարևանության ներդրումային ծրագրի աջակցությամբ իրականացվող Երևանի ջրամատակարարման բարելավման դրամաշնորհային ծրագիր,Միջոցառման նկարագրությունը`,4828.7
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,11005,Միջոցառման անվանումը`,Եվրոպական ներդրումային բանկի աջակցությամբ իրականացվող Երևանի ջրամատակարարման բարելավման ծրագիր,Միջոցառման նկարագրությունը`,169564.3
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,11007,Միջոցառման անվանումը`,Գերմանիայի զարգացման վարկերի բանկի աջակցությամբ իրականացվող ջրամատակարարման և ջրահեռացման ենթակառուցվածքների վերականգնման ծրագրի երրորդ փուլ,Միջոցառման նկարագրությունը`,44825.2
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,12001,Միջոցառման անվանումը`,Գերմանիայի զարգացման և Եվրոպական միության հարևանության ներդրումային բանկի աջակցությամբ իրականացվող ջրամատակարարման և ջրահեռացման ենթակառուցվածքների դրամաշնորհային ծրագիր` երրորդ փուլ,Միջոցառման նկարագրությունը`,1500000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31001,Միջոցառման անվանումը`,Գերմանիայի զարգացման վարկերի բանկի աջակցությամբ իրականացվող ջրամատակարարման և ջրահեռացման ենթակառուցվածքների վերականգնման ծրագրի երրորդ փուլի շրջանակներում ջրամատակարարման և ջրահեռացման ենթակառուցվածքների հիմնանորոգում,Միջոցառման նկարագրությունը`,3671091.3
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31002,Միջոցառման անվանումը`,Եվրոպական ներդրումային բանկի աջակցությամբ իրականացվող ջրամատակարարման և ջրահեռացման ենթակառուցվածքների վերականգնման ծրագրի երրորդ փուլի շրջանակներում ջրամատակարարման և ջրահեռացման ենթակառուցվածքների հիմնանորոգում,Միջոցառման նկարագրությունը`,1930871.2
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31003,Միջոցառման անվանումը`,Եվրոպակական ներդրումային բանկի աջակցությամբ իրականացվող Երևանի ջրամատակարարման բարելավման ծրագրի շրջանակներում ջրամատակարարման և ջրահեռացման ենթակառուցվածքների հիմնանորոգում,Միջոցառման նկարագրությունը`,1471083.4
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31004,Միջոցառման անվանումը`,Եվրոպական միության հարևանության ներդրումային ծրագրի աջակցությամբ իրականացվող Երևանի ջրամատակարարման բարելավման դրամաշնորհային ծրագրի շրջանակներում Ջրամատակարարման և ջրահեռացման ենթակառուցվածքների հիմնանորոգում,Միջոցառման նկարագրությունը`,1038166.2
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31005,Միջոցառման անվանումը`,Գերմանիայի զարգացման վարկերի բանկի աջակցությամբ իրականացվող Լոռու (Վանաձորի) մարզի ջրամատակարարման և ջրահեռացման համակարգերի վերականգնման ծրագիր՛ երկրորդ փուլ,Միջոցառման նկարագրությունը`,39579.1
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31010,Միջոցառման անվանումը`,Ջրամատակարարման և ջրահեռացման համակարգի հիմնանորոգում,Միջոցառման նկարագրությունը`,1917698.2
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1072,Ջրամատակարարաման և ջրահեռացման բարելավում,Ջրամատակարարման ծառայությունների հասանելիության և մատչելիության ապահովում,"Խմելու ջրի մատակարարման և ջրահեռացման համակարգի բարելավում, կորուստների կրճատում",12906307.6,31013,Միջոցառման անվանումը`,Ջրամատակարարման և ջրահեռացման համակարգի կառուցում,Միջոցառման նկարագրությունը`,18600.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1073,"Ընդերքի ուսումնասիրության, օգտագործման և պահպանման ծառայություններ",Ընդերքի օգտագործման արդյունավետության բարձրացում,Ընդերքօգտագործման միասնական ֆոնդի ստեղծում և վարում,22000.0,11001,Միջոցառման անվանումը`,Ընդերքի մասին տեղեկատվության տրամադրման ծառայություններ,Միջոցառման նկարագրությունը`,22000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1077,Երկաթուղային ցանցի զարգացում,Երկաթուղային ցանցի զարգացում,Երկաթուղու աշխատանքի որակի բարելավում,327445.0,12001,Միջոցառման անվանումը`,Ուղևորափոխադրումներից ստացված վնասի դիմաց «Հարավկովկասյան երկաթուղի» ՓԲԸ-ին սուբսիդիայի տրամադրում,Միջոցառման նկարագրությունը`,327445.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,11001,Միջոցառման անվանումը`,"Պետական գույքի կառավարման համակարգման, խորհրդատվության և մոնիտորինգի ծառայություններ",Միջոցառման նկարագրությունը`,822562.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,11003,Միջոցառման անվանումը`,"Պետական գույքի հաշվառման, գույքագրման, գնահատման, անշարժ գույքի պահառության, սպասարկման աշխատանքների և աճուրդների իրականացման  ծառայություններ",Միջոցառման նկարագրությունը`,234388.7
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,11015,Միջոցառման անվանումը`,Շարժական գույքի պահառության կազմակերպում,Միջոցառման նկարագրությունը`,30980.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,11017,Միջոցառման անվանումը`,Ավիացիոն ծառայությունների մատուցում,Միջոցառման նկարագրությունը`,1077189.1
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,31001,Միջոցառման անվանումը`,Պետական գույքի կառավարման կոմիտեի տեխնիկական հագեցվածության բարելավում,Միջոցառման նկարագրությունը`,11783.1
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,31002,Միջոցառման անվանումը`,Ոչ ֆինանսական ակտիվների օտարումից մուտքեր,Միջոցառման նկարագրությունը`,-15000000.0
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,31004,Միջոցառման անվանումը`,Պետական գույքի կառավարման կոմիտեի ենթակայության շենքերի պայմանների բարելավում,Միջոցառման նկարագրությունը`,46812.1
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1079,Պետական գույքի կառավարում,Պետական գույքի համալիր և արդյունավետ կառավարման ապահովում,Պետական գույքի կառավարման արդյունավետության բարձրացում,-11559968.4,31005,Միջոցառման անվանումը`,Հանրային իշխանության մարմիններին տրանսպորտային միջոցներով ապահովվածության բարելավում,Միջոցառման նկարագրությունը`,1216316.6
ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,307244370.8,1109,Ջրային տնտեսության ոլորտում ծրագրերի համակարգում և մոնիտորինգ,Ջրային տնտեսության ոլորտում պետական արդյունավետ ծրագրերի մշակման և իրականացման  ապահովում,Ջրային տնտեսության ոլորտում իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,468790.2,11001,Միջոցառման անվանումը`,"Ջրային տնտեսության ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ",Միջոցառման նկարագրությունը`,459901.2
